,id,tweet,label,new_label,clean_text
1829,1830,"Vergiflu Now in 400 mg.

#Vergiflu #favipiravir #IndiaFightsCOVID19 #covid19
#Convergebio #Togetherletsbringthechange https://t.co/DDAlHXdUex",fake,1,vergiflu now in 400 mg vergiflu favipiravir indiafightscovid19 covid19 convergebio togetherletsbringthechange
1830,1831,As 69000+ new cases were reported India’s confirmed case tally rose to 28.3 lakh. Union Minister Gajendra Singh Shekhawat tested positive for coronavirus. 21+ officials who were involved in rescue operations of the Kerala plane crash have contracted coronavirus. #Covid_19 https://t.co/1w4iPV8XUl,fake,1,as 69000 new cases were reported indias confirmed case tally rose to 283 lakh union minister gajendra singh shekhawat tested positive for coronavirus 21 officials who were involved in rescue operations of the kerala plane crash have contracted coronavirus covid19
1831,1832,A case of the novel coronavirus was registered in a hospital in Maranhão Brazil.,fake,1,a case of the novel coronavirus was registered in a hospital in maranho brazil
1832,1833,Coronavirus: Labour leader Sir Keir Starmer self-isolating after household member showed COVID-19 symptoms https://t.co/xDVrs7yE9k,real,0,coronavirus labour leader sir keir starmer selfisolating after household member showed covid19 symptoms
1833,1834,Having a difficult time coping because of #COVID19? Feeling lonely anxious or dealing with grief and loss? Help is available through the National #Suicide Prevention Lifeline (800-273-8255). Learn more: https://t.co/F0vQ2lbmUj. https://t.co/VU7ygNPlXJ,real,0,having a difficult time coping because of covid19 feeling lonely anxious or dealing with grief and loss help is available through the national suicide prevention lifeline 8002738255 learn more
1834,1835,A photo shows three men on crosses who ???feel like they???re being crucified by being required to stay at home.??�,fake,1,a photo shows three men on crosses who feel like theyre being crucified by being required to stay at home
1835,1836,Meghan Markle is Donating One of Her Royal Crowns To The COVID-19 Cause https://t.co/IsllBOYyP4 #queenelizabethii #princeharry #covid19,fake,1,meghan markle is donating one of her royal crowns to the covid19 cause queenelizabethii princeharry covid19
1836,1837,Riding In The Time Of Coronavirus: How Single People Are Handling Things https://t.co/9K1qFT3btV,fake,1,riding in the time of coronavirus how single people are handling things
1837,1838,RT @drharshvardhan: #COVID19 UPDATE 👉The gap between Recovered &amp; Active cases has crossed 29 lakh today 👉Recovered Cases are nearly 4 ti…,real,0,rt drharshvardhan covid19 update the gap between recovered amp active cases has crossed 29 lakh today recovered cases are nearly 4 ti
1838,1839,Could Miley Cyrus' vagina Hold Clue To Vaccine? https://t.co/4jQ2DCTDUG,fake,1,could miley cyrus vagina hold clue to vaccine
1839,1840,@7notesndreams @srivatsayb India's efforts lmao 🤣..... Efforts to make an unplanned lockdown efforts to not pay states gst. Efforts to destroy lives of migrants efforts to eat cow dung and cow urine efforts to fight covid in 21 days efforts to destroy the entire economy efforts to do thali Bajao . 😭😭😭,fake,1,7notesndreams srivatsayb indias efforts lmao efforts to make an unplanned lockdown efforts to not pay states gst efforts to destroy lives of migrants efforts to eat cow dung and cow urine efforts to fight covid in 21 days efforts to destroy the entire economy efforts to do thali bajao
1840,1841,_Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus._,fake,1,israel has no deaths from covid19 tea made of lemon and bicarbonate can cure coronavirus
1841,1842,A new @CDCMMWR report shows that young previously healthy adults can take a long time to recover from #COVID19. The study found that nearly 1 in 5 adults ages 18-34 who had milder outpatient COVID-19 had not returned to their usual health after 14-21 days https://t.co/wNrf5tMdzh https://t.co/O3GtRNWhtL,real,0,a new cdcmmwr report shows that young previously healthy adults can take a long time to recover from covid19 the study found that nearly 1 in 5 adults ages 1834 who had milder outpatient covid19 had not returned to their usual health after 1421 days
1842,1843,“We are very concerned about the exponential rise in the number of COVID cases across the North East.” Newcastle Council leader @nick_forbes explains the need for new restrictions in the North East of England. #KayBurley: https://t.co/apswxjCfGw https://t.co/Q2RDNfIxRk,real,0,we are very concerned about the exponential rise in the number of covid cases across the north east newcastle council leader nickforbes explains the need for new restrictions in the north east of england kayburley
1843,1844,"Decision of lockdown was timely, curve has begun to flatten

The nation has shown that lockdown has been effective, #SavingLives, containing #COVID19 infection and slowing down doubling rate

We need to build on these gains",fake,1,decision of lockdown was timely curve has begun to flatten the nation has shown that lockdown has been effective savinglives containing covid19 infection and slowing down doubling rate we need to build on these gains
1844,1845,Prolonged use of the mask causes hypoxia.,fake,1,prolonged use of the mask causes hypoxia
1845,1846,There are 54 people linked to the community cluster who remain in the Auckland quarantine facility which includes 23 people who have tested positive for COVID-19 and their household contacts.,real,0,there are 54 people linked to the community cluster who remain in the auckland quarantine facility which includes 23 people who have tested positive for covid19 and their household contacts
1846,1847,As of June 15 forecasts suggest the number of #COVID19 deaths will continue to slow nationally with 129000 to 145000 deaths by July 11. However 9 states are likely to report more deaths in the next 4 weeks than the previous 4 weeks: https://t.co/Ft6cgmaMPX https://t.co/TsxPOgsymN,real,0,as of june 15 forecasts suggest the number of covid19 deaths will continue to slow nationally with 129000 to 145000 deaths by july 11 however 9 states are likely to report more deaths in the next 4 weeks than the previous 4 weeks
1847,1848,We are hoping for everyone’s full recovery. There are now 160 people linked to the cluster they have moved into Managed Quarantine facility in Auckland and that includes 89 people who have returned positive tests as well as household contacts.,real,0,we are hoping for everyones full recovery there are now 160 people linked to the cluster they have moved into managed quarantine facility in auckland and that includes 89 people who have returned positive tests as well as household contacts
1848,1849,_A video shows a new hospital for coronavirus patients in China._,fake,1,a video shows a new hospital for coronavirus patients in china
1849,1850,We are pleased to announce the inclusion of 2 new labs to the NCDC Molecular Laboratory Network: 🧪FMC Keffi GeneXpert lab Nasarawa State 🧪Total Biomolecular lab Rivers State Testing at any lab in the NCDC network is free of charge. List of labs: https://t.co/SqEowDI58H https://t.co/dNFYG0mz85,real,0,we are pleased to announce the inclusion of 2 new labs to the ncdc molecular laboratory network fmc keffi genexpert lab nasarawa state total biomolecular lab rivers state testing at any lab in the ncdc network is free of charge list of labs
1850,1851,#IndiaFightsCorona: India's daily testing capacity has crossed 11.70 lakh; cumulative tests are nearly 5 crore (49551507) as on date. 720362 tests were conducted in the last 24 hours. #StaySafe #IndiaWillWin @ICMRDELHI https://t.co/6B77XTS6G0,real,0,indiafightscorona indias daily testing capacity has crossed 1170 lakh cumulative tests are nearly 5 crore 49551507 as on date 720362 tests were conducted in the last 24 hours staysafe indiawillwin icmrdelhi
1851,1852,#IndiaFightsCorona: India continues to scale new peaks in #COVID19 tests. More than 11.70 lakh samples tested for 2 consecutive days. No other country has achieved these levels of very high daily testing. The cumulative tests as on date have reached 46679145. #StaySafe https://t.co/BOIky3IFOs,real,0,indiafightscorona india continues to scale new peaks in covid19 tests more than 1170 lakh samples tested for 2 consecutive days no other country has achieved these levels of very high daily testing the cumulative tests as on date have reached 46679145 staysafe
1852,1853,NEWS! First people to receive Russian Coronavirus vaccine now able to run 100m in under ten seconds https://t.co/AW09dQGO3d https://t.co/WgI4t4WrMs,fake,1,news first people to receive russian coronavirus vaccine now able to run 100m in under ten seconds
